EST	EST Length	Query Start Position
Locus_40603_Transcript_1	2218	65
Locus_40602_Transcript_1	2934	71
Locus_40601_Transcript_1	3346	65
Locus_14726_Transcript_1	643	602
Locus_18118_Transcript_1	8453	8394
Locus_5540_Transcript_1	2182	87
Locus_33701_Transcript_1	1843	442
Locus_31333_Transcript_1	2506	2469
Locus_31332_Transcript_1	2479	2442
Locus_31331_Transcript_1	2759	2722
Locus_87787_Transcript_1	2440	1795
Locus_87786_Transcript_1	2438	1793
Locus_87785_Transcript_1	2188	2084
Locus_87782_Transcript_1	2388	1828
Locus_87781_Transcript_1	2513	1868
Locus_87789_Transcript_1	2536	1891
Locus_111755_Transcript_1	2095	179
Locus_111754_Transcript_1	2025	179
Locus_84845_Transcript_1	3648	369
Locus_84844_Transcript_1	3609	369
Locus_84847_Transcript_1	3629	369
Locus_84846_Transcript_1	3622	369
Locus_84841_Transcript_1	3707	369
Locus_84840_Transcript_1	4034	369
Locus_84843_Transcript_1	3735	369
Locus_84842_Transcript_1	3673	369
Locus_84848_Transcript_1	3891	369
Locus_49742_Transcript_1	5316	5130
Locus_100140_Transcript_1	3707	3555
Locus_100141_Transcript_1	3913	3761
Locus_100142_Transcript_1	3614	3462
Locus_100143_Transcript_1	3820	3668
Locus_32676_Transcript_1	1048	918
Locus_32675_Transcript_1	986	857
Locus_113365_Transcript_1	4846	4190
Locus_91895_Transcript_1	4569	1415
Locus_60102_Transcript_1	7750	289
Locus_60103_Transcript_1	3201	289
Locus_60100_Transcript_1	3553	277
Locus_60101_Transcript_1	3997	277
Locus_60104_Transcript_1	1167	637
Locus_118993_Transcript_1	6646	101
Locus_706_Transcript_1	1525	1398
Locus_111849_Transcript_1	1612	1500
Locus_111848_Transcript_1	1562	1500
Locus_111847_Transcript_1	1562	1500
Locus_111845_Transcript_1	1560	1498
Locus_111844_Transcript_1	1560	1498
Locus_111841_Transcript_1	1601	1539
Locus_76614_Transcript_1	2163	2140
Locus_87810_Transcript_1	2764	1774
Locus_100166_Transcript_1	3436	3284
Locus_100163_Transcript_1	3340	3188
Locus_42902_Transcript_1	3584	3372
Locus_42901_Transcript_1	3030	2818
Locus_122173_Transcript_1	4317	228
Locus_123145_Transcript_1	1468	492
Locus_123144_Transcript_1	550	492
Locus_116424_Transcript_1	2141	262
Locus_116422_Transcript_1	2141	1880
Locus_116423_Transcript_1	1953	375
Locus_69349_Transcript_1	1022	913
Locus_115300_Transcript_1	2424	257
Locus_100527_Transcript_1	5537	105
Locus_78877_Transcript_1	1617	1572
Locus_78875_Transcript_1	1547	1502
Locus_119142_Transcript_1	683	196
Locus_119140_Transcript_1	773	477
Locus_119141_Transcript_1	598	477
Locus_39234_Transcript_1	1781	865
Locus_75181_Transcript_1	1522	81
Locus_100813_Transcript_1	2003	1878
Locus_100722_Transcript_1	2831	2221
Locus_108207_Transcript_1	1468	78
Locus_42004_Transcript_1	6137	190
Locus_129483_Transcript_1	2610	2483
Locus_116580_Transcript_1	2098	1917
Locus_96321_Transcript_1	2229	2220
Locus_120188_Transcript_1	1526	70
Locus_120189_Transcript_1	649	67
Locus_66302_Transcript_1	4420	1629
Locus_66303_Transcript_1	1728	1636
Locus_92288_Transcript_1	2084	1979
Locus_60498_Transcript_1	3695	3690
Locus_69328_Transcript_1	4492	146
Locus_60495_Transcript_1	3715	3710
Locus_60497_Transcript_1	4497	4492
Locus_32130_Transcript_1	2845	439
Locus_32131_Transcript_1	2869	431
Locus_32132_Transcript_1	2828	431
Locus_101888_Transcript_1	1907	1471
Locus_75226_Transcript_1	7906	7633
Locus_41108_Transcript_1	3082	135
Locus_77819_Transcript_1	4913	96
Locus_35811_Transcript_1	3263	81
Locus_35811_Transcript_2	3287	81
Locus_35811_Transcript_3	3417	81
Locus_35811_Transcript_4	3441	81
Locus_129197_Transcript_1	7698	73
Locus_117515_Transcript_1	2206	2200
Locus_81059_Transcript_1	2056	147
Locus_81051_Transcript_1	4235	3069
Locus_81052_Transcript_1	4341	3069
Locus_79784_Transcript_1	965	927
Locus_79782_Transcript_1	1108	913
Locus_79783_Transcript_1	979	927
Locus_75926_Transcript_1	2187	393
Locus_75924_Transcript_1	1626	18
Locus_75925_Transcript_1	2050	393
Locus_75920_Transcript_1	3219	119
Locus_35523_Transcript_1	2027	1711
Locus_35523_Transcript_2	2081	1798
Locus_35523_Transcript_3	1944	1704
Locus_55230_Transcript_1	3253	3225
Locus_100134_Transcript_1	7984	7832
Locus_101924_Transcript_1	6505	6245
Locus_101920_Transcript_1	6437	6177
Locus_101923_Transcript_1	6469	6209
Locus_101922_Transcript_1	6424	6164
Locus_76640_Transcript_1	2918	2842
Locus_115961_Transcript_1	1670	1500
Locus_115961_Transcript_2	1730	1560
Locus_100649_Transcript_1	8454	8454
Locus_129494_Transcript_1	3311	3184
Locus_45549_Transcript_1	2086	1865
Locus_45547_Transcript_1	2253	1979
Locus_45546_Transcript_1	2318	1865
Locus_45545_Transcript_1	2006	1732
Locus_53123_Transcript_1	4690	3400
Locus_53120_Transcript_1	4504	2654
Locus_53128_Transcript_1	5180	4903
Locus_96816_Transcript_1	1750	1563
Locus_20796_Transcript_1	1045	75
Locus_78377_Transcript_1	2751	2632
Locus_28332_Transcript_1	2982	60
Locus_22551_Transcript_1	1500	82
Locus_2648_Transcript_1	2255	153
Locus_2640_Transcript_1	1921	13
Locus_2643_Transcript_1	3306	153
Locus_2644_Transcript_1	3291	153
Locus_2646_Transcript_1	3364	153
Locus_2647_Transcript_1	2197	153
Locus_100330_Transcript_1	3990	1975
Locus_86951_Transcript_1	9651	9478
Locus_122649_Transcript_1	747	587
Locus_132_Transcript_1	1600	873
Locus_103478_Transcript_1	2142	531
Locus_41647_Transcript_1	886	198
Locus_41649_Transcript_1	809	121
Locus_40519_Transcript_1	1445	1383
Locus_72009_Transcript_1	887	798
Locus_21582_Transcript_1	2345	2118
Locus_48184_Transcript_1	1200	780
Locus_48185_Transcript_1	849	780
Locus_79117_Transcript_1	2189	232
Locus_79116_Transcript_1	3254	232
Locus_79113_Transcript_1	3853	112
Locus_79110_Transcript_1	1956	112
Locus_87778_Transcript_1	1842	1738
Locus_32202_Transcript_1	1550	1205
Locus_32202_Transcript_2	1671	1326
Locus_65910_Transcript_1	3498	3487
Locus_65911_Transcript_1	3244	3233
Locus_114466_Transcript_1	1383	710
Locus_114464_Transcript_1	3041	2001
Locus_114465_Transcript_1	3062	2885
Locus_114462_Transcript_1	2817	1777
Locus_57603_Transcript_1	2661	113
Locus_57602_Transcript_1	8267	140
Locus_57601_Transcript_1	8341	140
Locus_57600_Transcript_1	7775	140
Locus_57607_Transcript_1	2139	192
Locus_57606_Transcript_1	1464	321
Locus_57605_Transcript_1	1428	321
Locus_57604_Transcript_1	1929	113
Locus_53834_Transcript_1	1411	183
Locus_24025_Transcript_1	4316	225
Locus_24027_Transcript_1	4397	225
Locus_24026_Transcript_1	4233	225
Locus_24021_Transcript_1	4026	75
Locus_91278_Transcript_1	1509	213
Locus_44243_Transcript_1	2528	165
Locus_44242_Transcript_1	5248	165
Locus_44241_Transcript_1	5405	165
Locus_44240_Transcript_1	4327	1477
Locus_42838_Transcript_1	2072	40
Locus_42839_Transcript_1	1607	40
Locus_42836_Transcript_1	1898	40
Locus_42837_Transcript_1	1920	40
Locus_42835_Transcript_1	1474	40
Locus_7180_Transcript_1	2409	2304
Locus_84775_Transcript_1	1765	93
Locus_3436_Transcript_1	942	853
Locus_3436_Transcript_2	920	842
Locus_3436_Transcript_4	937	848
Locus_95947_Transcript_1	3623	406
Locus_95944_Transcript_1	4068	406
Locus_95948_Transcript_1	3906	406
Locus_95949_Transcript_1	4883	406
Locus_4842_Transcript_1	1948	206
Locus_38769_Transcript_1	1962	367
Locus_53560_Transcript_1	2875	991
Locus_99508_Transcript_1	3142	2931
Locus_99500_Transcript_1	3520	3309
Locus_53564_Transcript_1	2738	991
Locus_58684_Transcript_1	3817	3516
Locus_58685_Transcript_1	4168	3867
Locus_53565_Transcript_1	2575	991
Locus_38764_Transcript_1	2127	429
Locus_53974_Transcript_1	3548	3438
Locus_53979_Transcript_1	3329	3219
Locus_53978_Transcript_1	3394	3284
Locus_102778_Transcript_1	7321	6910
Locus_88544_Transcript_1	5928	5333
Locus_88545_Transcript_1	5908	5313
Locus_88547_Transcript_1	3789	3664
Locus_64799_Transcript_1	750	675
Locus_129056_Transcript_1	2429	202
Locus_109380_Transcript_1	2064	1753
Locus_97771_Transcript_1	3065	704
Locus_82155_Transcript_1	1054	1016
Locus_82154_Transcript_1	670	632
Locus_100528_Transcript_1	4697	105
Locus_100526_Transcript_1	5937	105
Locus_100522_Transcript_1	7135	105
Locus_100521_Transcript_1	7975	105
Locus_57259_Transcript_1	2362	537
Locus_60440_Transcript_1	2267	2111
Locus_60447_Transcript_1	7605	7569
Locus_60449_Transcript_1	9049	9013
Locus_60448_Transcript_1	8421	8421
Locus_26152_Transcript_1	2455	353
Locus_18282_Transcript_1	6241	243
Locus_15838_Transcript_1	1733	65
Locus_18354_Transcript_1	6887	6828
Locus_19483_Transcript_1	2648	153
Locus_19482_Transcript_1	2641	41
Locus_19481_Transcript_1	2646	41
Locus_81150_Transcript_1	2521	122
Locus_81151_Transcript_1	2497	122
Locus_81159_Transcript_1	2283	45
Locus_58016_Transcript_1	2249	93
Locus_58015_Transcript_1	2270	93
Locus_58014_Transcript_1	3539	26
Locus_58013_Transcript_1	6074	26
Locus_20102_Transcript_1	1923	1911
Locus_123891_Transcript_1	2714	30
Locus_123891_Transcript_2	2633	30
Locus_129837_Transcript_1	1265	93
Locus_129836_Transcript_4	1627	93
Locus_80583_Transcript_1	2581	97
Locus_27470_Transcript_1	14,092	13800
Locus_80934_Transcript_1	3299	110
Locus_31047_Transcript_1	1552	152
Locus_31046_Transcript_1	1966	152
Locus_126744_Transcript_1	5997	665
Locus_126745_Transcript_1	3749	665
Locus_98206_Transcript_1	2872	529
Locus_98207_Transcript_1	2907	529
Locus_98204_Transcript_1	2583	113
Locus_98205_Transcript_1	2548	113
Locus_98203_Transcript_1	2710	113
Locus_38584_Transcript_1	2278	2223
Locus_86588_Transcript_1	2551	313
Locus_86589_Transcript_1	3382	313
Locus_86587_Transcript_1	3458	313
Locus_86585_Transcript_1	3239	6
Locus_113013_Transcript_1	3865	289
Locus_46388_Transcript_1	3041	2365
Locus_46380_Transcript_1	2856	2180
Locus_66643_Transcript_1	1589	1548
Locus_66641_Transcript_1	3057	42
Locus_66640_Transcript_1	3347	42
Locus_66645_Transcript_1	3558	3517
Locus_28432_Transcript_1	3445	1303
Locus_114633_Transcript_1	10,975	12
Locus_94920_Transcript_1	2867	301
Locus_109399_Transcript_1	1974	919
Locus_25906_Transcript_1	5541	5375
Locus_25906_Transcript_2	5520	5354
Locus_91742_Transcript_1	2032	131
Locus_11414_Transcript_1	5345	1952
Locus_11415_Transcript_1	3678	1952
Locus_11416_Transcript_1	3714	1952
Locus_42617_Transcript_1	1893	1860
Locus_42614_Transcript_1	1801	1768
Locus_29493_Transcript_1	2951	45
Locus_23635_Transcript_1	664	625
Locus_74774_Transcript_1	4543	4393
Locus_26160_Transcript_1	2462	353
Locus_2077_Transcript_1	1507	1426
Locus_58866_Transcript_1	1610	1559
Locus_58867_Transcript_1	1721	1670
Locus_36526_Transcript_1	1207	77
Locus_36524_Transcript_1	2270	77
Locus_36524_Transcript_2	1368	77
Locus_112144_Transcript_1	960	191
Locus_112143_Transcript_1	1143	191
Locus_112142_Transcript_1	1048	141
Locus_112141_Transcript_1	1144	141
Locus_37909_Transcript_1	1152	1044
Locus_100385_Transcript_1	3706	360
Locus_99483_Transcript_1	5394	1097
Locus_120274_Transcript_1	4122	3879
Locus_121645_Transcript_1	1498	122
Locus_78509_Transcript_1	1425	200
Locus_120271_Transcript_1	2344	2101
Locus_97977_Transcript_1	2154	140
Locus_98768_Transcript_1	6169	4305
Locus_102370_Transcript_1	728	157
Locus_64848_Transcript_1	3394	226
Locus_64847_Transcript_1	3232	226
Locus_100847_Transcript_1	3303	2891
Locus_16488_Transcript_1	1421	151
Locus_16489_Transcript_1	1776	258
Locus_16487_Transcript_1	1669	151
Locus_102200_Transcript_1	831	679
Locus_9401_Transcript_1	2725	150
Locus_9400_Transcript_1	2421	150
Locus_53294_Transcript_1	1311	51
Locus_53295_Transcript_1	1315	51
Locus_53293_Transcript_1	1090	48
Locus_53298_Transcript_1	1758	689
Locus_53299_Transcript_1	1734	689
Locus_97978_Transcript_1	2463	140
Locus_99432_Transcript_1	3468	14
Locus_99433_Transcript_1	10,383	7012
Locus_99430_Transcript_1	4237	842
Locus_99434_Transcript_1	9569	6198
Locus_99435_Transcript_1	5541	2170
Locus_78278_Transcript_1	1459	1312
Locus_78275_Transcript_1	1426	1279
Locus_114877_Transcript_1	529	456
Locus_32819_Transcript_1	1827	59
Locus_100817_Transcript_1	2146	2030
Locus_100814_Transcript_1	1993	1877
Locus_100810_Transcript_1	1757	1697
Locus_84074_Transcript_1	3182	3068
Locus_84075_Transcript_1	3008	2894
Locus_84076_Transcript_1	3156	3042
Locus_84070_Transcript_1	2072	103
Locus_84071_Transcript_1	2964	103
Locus_84072_Transcript_1	2788	103
Locus_84079_Transcript_1	4310	6
Locus_87757_Transcript_1	3275	1368
Locus_87758_Transcript_1	2762	2008
Locus_87759_Transcript_1	2492	1738
Locus_6514_Transcript_2	753	684
Locus_6514_Transcript_3	807	738
Locus_98797_Transcript_1	3943	162
Locus_7302_Transcript_1	1620	120
Locus_7305_Transcript_1	1954	1887
Locus_59155_Transcript_1	1131	1012
Locus_59157_Transcript_1	1029	910
Locus_115264_Transcript_1	4952	4708
Locus_121623_Transcript_1	773	649
Locus_121624_Transcript_1	888	190
Locus_102366_Transcript_1	596	143
Locus_111482_Transcript_1	1656	46
Locus_111481_Transcript_1	4706	46
Locus_111480_Transcript_1	1787	46
Locus_119485_Transcript_1	2694	79
Locus_119484_Transcript_1	3522	79
Locus_119483_Transcript_1	3404	79
Locus_119482_Transcript_1	3536	79
Locus_119481_Transcript_1	3497	79
Locus_94604_Transcript_1	1666	31
Locus_94602_Transcript_1	1855	31
Locus_94603_Transcript_1	1448	31
Locus_62755_Transcript_1	3534	3336
Locus_62754_Transcript_1	2925	2669
Locus_62757_Transcript_1	3328	3130
Locus_62756_Transcript_1	3355	3157
Locus_62751_Transcript_1	4238	2789
Locus_62750_Transcript_1	4771	2622
Locus_62753_Transcript_1	5162	2583
Locus_62752_Transcript_1	5135	2556
Locus_102368_Transcript_1	579	119
Locus_102369_Transcript_1	714	143
Locus_72189_Transcript_1	2283	938
Locus_72188_Transcript_1	1466	938
Locus_72187_Transcript_1	1257	1158
Locus_72186_Transcript_1	1299	1158
Locus_73854_Transcript_1	3109	2978
Locus_73855_Transcript_1	3124	2978
Locus_29659_Transcript_1	2500	72
Locus_33015_Transcript_1	2690	16
Locus_38976_Transcript_1	1898	1828
Locus_104169_Transcript_1	1440	48
Locus_25215_Transcript_1	763	705
Locus_25215_Transcript_2	920	862
Locus_39187_Transcript_1	605	476
Locus_82778_Transcript_1	1057	78
Locus_12679_Transcript_1	1673	548
Locus_12675_Transcript_1	1491	736
Locus_12677_Transcript_1	1002	687
Locus_7801_Transcript_1	2942	45
Locus_7802_Transcript_1	1804	45
Locus_69319_Transcript_1	4434	81
Locus_58166_Transcript_1	1166	53
Locus_59692_Transcript_1	3414	1384
Locus_95096_Transcript_1	4201	4072
Locus_92954_Transcript_1	2113	2017
Locus_92956_Transcript_1	4263	1971
Locus_92950_Transcript_1	3454	1918
Locus_93020_Transcript_1	3097	121
Locus_24015_Transcript_1	1364	1282
Locus_22884_Transcript_1	1139	45
Locus_33557_Transcript_1	1265	1223
Locus_96251_Transcript_1	844	206
Locus_96250_Transcript_1	1122	206
Locus_16150_Transcript_1	699	626
Locus_97766_Transcript_1	1974	704
Locus_97767_Transcript_1	2002	704
Locus_124309_Transcript_1	5918	157
Locus_45721_Transcript_1	2481	2367
Locus_102841_Transcript_1	10,399	2050
Locus_47431_Transcript_1	1882	1786
Locus_47432_Transcript_1	1882	1786
Locus_47435_Transcript_1	1809	1615
Locus_47434_Transcript_1	1976	1786
Locus_47437_Transcript_1	1805	1615
Locus_47438_Transcript_1	2331	1623
Locus_108170_Transcript_1	3701	2426
Locus_108173_Transcript_1	1707	1554
Locus_108179_Transcript_1	3530	1482
Locus_108178_Transcript_1	2050	1531
Locus_50969_Transcript_1	638	77
Locus_50968_Transcript_1	1905	89
Locus_50967_Transcript_1	650	89
Locus_118408_Transcript_1	1461	15
Locus_118409_Transcript_1	1553	15
Locus_118405_Transcript_1	1518	15
Locus_118406_Transcript_1	1764	15
Locus_118407_Transcript_1	1732	15
Locus_16057_Transcript_1	1046	1030
Locus_16056_Transcript_1	1052	1036
Locus_16051_Transcript_1	933	917
Locus_16050_Transcript_1	933	917
Locus_127583_Transcript_1	795	67
Locus_99550_Transcript_1	3820	112
Locus_46331_Transcript_1	1743	1067
Locus_46330_Transcript_1	1710	1034
Locus_99555_Transcript_1	7660	3393
Locus_95487_Transcript_1	891	73
Locus_95484_Transcript_1	2698	338
Locus_95488_Transcript_1	2433	73
Locus_1518_Transcript_1	1826	1526
Locus_1517_Transcript_1	3224	1429
Locus_1516_Transcript_1	3170	1375
Locus_1511_Transcript_1	1470	156
Locus_1510_Transcript_1	1209	71
Locus_53554_Transcript_1	2509	637
Locus_53552_Transcript_1	2411	561
Locus_53559_Transcript_1	2990	1266
Locus_53558_Transcript_1	3212	1266
Locus_22214_Transcript_1	2471	37
Locus_101958_Transcript_1	2560	2390
Locus_101959_Transcript_1	2109	1681
Locus_99534_Transcript_1	2783	728
Locus_18594_Transcript_1	981	924
Locus_76638_Transcript_1	1720	128
Locus_76637_Transcript_1	1720	128
Locus_76636_Transcript_1	1936	53
Locus_76635_Transcript_1	6973	6734
Locus_76631_Transcript_1	1908	1875
Locus_76630_Transcript_1	1898	1875
Locus_82075_Transcript_1	508	52
Locus_86216_Transcript_1	1653	1536
Locus_86211_Transcript_1	1752	1184
Locus_58567_Transcript_1	693	586
Locus_46640_Transcript_1	4848	4840
Locus_17066_Transcript_2	1522	41
Locus_119261_Transcript_1	2817	115
Locus_80804_Transcript_1	3672	3623
Locus_90678_Transcript_1	4071	3954
Locus_102252_Transcript_1	1656	670
Locus_102253_Transcript_1	1791	670
Locus_102250_Transcript_1	1662	532
Locus_102251_Transcript_1	1662	532
Locus_102256_Transcript_1	1791	670
Locus_102257_Transcript_1	1796	670
Locus_53453_Transcript_1	2827	2647
Locus_53450_Transcript_1	2566	2441
Locus_126358_Transcript_1	1323	1216
Locus_114087_Transcript_1	4667	68
Locus_59555_Transcript_1	1114	902
Locus_59557_Transcript_1	1478	902
Locus_59556_Transcript_1	1413	902
Locus_59553_Transcript_1	840	823
Locus_59559_Transcript_1	1101	902
Locus_93343_Transcript_1	8014	318
Locus_93346_Transcript_1	4873	318
Locus_93344_Transcript_1	5613	318
Locus_93345_Transcript_1	5586	318
Locus_85742_Transcript_1	867	71
Locus_36314_Transcript_1	2167	1786
Locus_36315_Transcript_1	1946	1565
Locus_36313_Transcript_1	2531	2150
Locus_105716_Transcript_1	1690	339
Locus_105710_Transcript_1	1557	206
Locus_40540_Transcript_1	1448	1386
Locus_40547_Transcript_1	1446	67
Locus_40548_Transcript_1	1446	67
Locus_40549_Transcript_1	1452	67
Locus_64627_Transcript_1	1312	1
Locus_64626_Transcript_1	1316	1
Locus_64623_Transcript_1	2572	1790
Locus_14856_Transcript_1	1179	60
Locus_40932_Transcript_1	6430	4589
Locus_40934_Transcript_1	2106	2101
Locus_12846_Transcript_1	1339	60
Locus_12846_Transcript_2	1323	60
Locus_55652_Transcript_1	1899	10
Locus_55653_Transcript_1	1731	10
Locus_55651_Transcript_1	2137	10
Locus_57656_Transcript_1	1810	1385
Locus_116627_Transcript_1	5347	53
Locus_37356_Transcript_1	1273	75
Locus_67324_Transcript_1	5527	1033
Locus_67323_Transcript_1	1273	1110
Locus_67322_Transcript_1	1353	1013
Locus_67321_Transcript_1	1988	1648
Locus_111903_Transcript_1	1575	1521
Locus_111900_Transcript_1	1627	1521
Locus_111901_Transcript_1	1688	1521
Locus_111838_Transcript_1	1601	1539
Locus_111834_Transcript_1	1545	1539
Locus_111835_Transcript_1	1545	1539
Locus_44212_Transcript_1	2229	1938
Locus_44213_Transcript_1	2016	1938
Locus_30004_Transcript_1	7406	7034
Locus_30001_Transcript_1	7776	7406
Locus_30008_Transcript_1	7690	7320
Locus_30009_Transcript_1	7684	7288
Locus_86609_Transcript_1	6559	5034
Locus_86607_Transcript_1	5366	5090
Locus_86606_Transcript_1	5375	4941
Locus_57608_Transcript_1	2451	214
Locus_64789_Transcript_1	863	722
Locus_116361_Transcript_1	2675	1895
Locus_69000_Transcript_1	5009	2566
Locus_118350_Transcript_1	2667	1769
Locus_12782_Transcript_1	1859	1848
Locus_99577_Transcript_1	4417	1078
Locus_99576_Transcript_1	3414	1078
Locus_21450_Transcript_1	1222	208
Locus_21450_Transcript_2	1238	171
Locus_100177_Transcript_1	1553	246
Locus_72200_Transcript_1	1436	921
Locus_8302_Transcript_1	2112	5
Locus_8301_Transcript_1	2092	5
Locus_8309_Transcript_1	2321	55
Locus_8309_Transcript_2	2256	55
Locus_8309_Transcript_3	2365	55
Locus_8309_Transcript_4	2604	55
Locus_8309_Transcript_5	2373	55
Locus_8309_Transcript_6	2440	55
Locus_8309_Transcript_7	2272	55
Locus_8309_Transcript_8	2399	55
Locus_8309_Transcript_9	2431	92
Locus_8309_Transcript_10	2352	92
Locus_8309_Transcript_11	2324	113
Locus_110991_Transcript_1	7217	1441
Locus_713_Transcript_1	3186	19
Locus_103101_Transcript_1	2264	144
Locus_103103_Transcript_1	1661	256
Locus_127585_Transcript_1	761	10
Locus_103102_Transcript_1	2410	256
Locus_82107_Transcript_1	2726	175
Locus_82108_Transcript_1	2660	175
Locus_82109_Transcript_1	2918	182
Locus_69901_Transcript_1	1709	1705
Locus_962_Transcript_1	907	859
Locus_49065_Transcript_1	2259	2173
Locus_63144_Transcript_1	4435	4365
Locus_23950_Transcript_1	1514	94
Locus_15452_Transcript_1	1977	1823
Locus_30755_Transcript_1	2451	2349
Locus_30755_Transcript_2	2463	2361
Locus_77154_Transcript_1	2593	2555
Locus_77151_Transcript_1	1377	1339
Locus_77150_Transcript_1	1360	1322
Locus_77152_Transcript_1	1249	1211
Locus_48604_Transcript_1	1072	107
Locus_48603_Transcript_1	946	50
Locus_48602_Transcript_1	1034	49
Locus_48601_Transcript_1	1035	50
Locus_48600_Transcript_1	1058	49
Locus_81242_Transcript_1	1316	142
Locus_97988_Transcript_1	1927	166
Locus_97980_Transcript_1	4900	149
Locus_97981_Transcript_1	2104	149
Locus_97982_Transcript_1	1683	149
Locus_97983_Transcript_1	2047	87
Locus_97984_Transcript_1	1756	144
Locus_97986_Transcript_1	2110	166
Locus_84201_Transcript_1	10,775	6167
Locus_130810_Transcript_1	2358	85
Locus_117692_Transcript_1	11,846	84
Locus_101576_Transcript_1	12,063	436
Locus_10942_Transcript_1	2526	188
Locus_10944_Transcript_1	2524	191
Locus_22923_Transcript_1	2164	177
Locus_78511_Transcript_1	3111	3020
Locus_78512_Transcript_1	3382	3291
Locus_78513_Transcript_1	3221	3130
Locus_78516_Transcript_1	2721	2583
Locus_78518_Transcript_1	2992	2755
Locus_78519_Transcript_1	3192	3054
Locus_69354_Transcript_1	6227	689
Locus_117861_Transcript_1	2415	2188
Locus_117861_Transcript_2	1968	1741
Locus_33062_Transcript_1	2198	1624
Locus_33065_Transcript_1	2170	575
Locus_33067_Transcript_1	2175	320
Locus_33066_Transcript_1	2147	320
Locus_95577_Transcript_1	4421	1660
Locus_49812_Transcript_1	2715	2629
Locus_85056_Transcript_1	1814	1346
Locus_85059_Transcript_1	3037	1150
Locus_10096_Transcript_1	3531	19
Locus_10095_Transcript_1	3477	19
Locus_10098_Transcript_1	2324	81
Locus_100165_Transcript_1	3064	2982
Locus_49815_Transcript_1	3456	3370
Locus_29564_Transcript_15	5280	59
Locus_93221_Transcript_1	3057	2987
Locus_51070_Transcript_1	2138	208
Locus_51071_Transcript_1	2452	208
Locus_114680_Transcript_1	1594	10
Locus_53297_Transcript_1	1161	48
Locus_116688_Transcript_1	1651	796
Locus_116689_Transcript_1	955	100
Locus_116685_Transcript_1	4801	72
Locus_3357_Transcript_1	1209	118
Locus_31119_Transcript_1	4252	58
Locus_31117_Transcript_1	4265	58
Locus_43110_Transcript_1	1733	1606
Locus_40437_Transcript_1	753	716
Locus_14516_Transcript_1	2736	694
Locus_14517_Transcript_1	2215	694
Locus_14513_Transcript_1	1393	694
Locus_14513_Transcript_2	1360	694
Locus_14513_Transcript_3	1719	694
Locus_14513_Transcript_4	1752	694
Locus_14513_Transcript_7	1577	694
Locus_14513_Transcript_8	1936	694
Locus_14513_Transcript_9	1693	694
Locus_14513_Transcript_10	2052	694
Locus_14513_Transcript_12	1730	694
Locus_14513_Transcript_13	1614	694
Locus_14513_Transcript_14	2738	694
Locus_19295_Transcript_1	1545	191
Locus_12113_Transcript_1	2712	174
Locus_12114_Transcript_1	2360	21
Locus_12118_Transcript_1	1205	71
Locus_9356_Transcript_1	3866	200
Locus_9355_Transcript_1	2881	200
Locus_45529_Transcript_1	2410	1991
Locus_45520_Transcript_1	1751	1457
Locus_80579_Transcript_1	4038	133
Locus_79099_Transcript_1	2225	2113
Locus_129951_Transcript_1	526	51
Locus_97312_Transcript_1	3937	3029
Locus_15077_Transcript_1	4128	417
Locus_63889_Transcript_1	1384	1269
Locus_37225_Transcript_5	2709	63
Locus_37225_Transcript_6	2700	63
Locus_37225_Transcript_7	2253	63
Locus_37225_Transcript_8	2163	63
Locus_37225_Transcript_9	2198	63
Locus_37225_Transcript_10	2495	63
Locus_37225_Transcript_11	2525	63
Locus_37225_Transcript_12	2730	63
Locus_37225_Transcript_13	2555	63
Locus_37225_Transcript_14	2585	63
Locus_37224_Transcript_1	2408	2356
Locus_126475_Transcript_1	1203	1187
Locus_5438_Transcript_1	3658	106
Locus_98804_Transcript_1	2151	173
Locus_98803_Transcript_1	5437	2119
Locus_124656_Transcript_1	751	100
Locus_41626_Transcript_1	1798	413
Locus_82911_Transcript_1	5224	4787
Locus_82913_Transcript_1	5850	5382
Locus_82912_Transcript_1	5202	4765
Locus_97628_Transcript_1	1643	1457
Locus_34058_Transcript_1	7613	70
Locus_120158_Transcript_1	2163	74
Locus_80516_Transcript_1	3023	2967
Locus_80514_Transcript_1	4058	4002
Locus_80513_Transcript_1	4608	4552
Locus_118222_Transcript_6	1172	496
Locus_80519_Transcript_1	3000	2944
Locus_42748_Transcript_1	2397	237
Locus_53448_Transcript_1	1797	1617
Locus_53441_Transcript_1	3204	273
Locus_53443_Transcript_1	2820	273
Locus_53442_Transcript_1	3210	273
Locus_53445_Transcript_1	3009	273
Locus_53444_Transcript_1	3015	273
Locus_53447_Transcript_1	1836	1617
Locus_49873_Transcript_1	1346	1144
Locus_77311_Transcript_1	2125	200
Locus_98769_Transcript_1	6166	4302
Locus_61280_Transcript_1	884	871
Locus_56539_Transcript_1	3448	3341
Locus_56532_Transcript_1	2692	2381
Locus_26250_Transcript_2	1133	984
Locus_26250_Transcript_3	1260	1111
Locus_98182_Transcript_1	1832	1738
Locus_39185_Transcript_1	668	496
Locus_39186_Transcript_1	485	401
Locus_39188_Transcript_1	734	515
Locus_39189_Transcript_1	625	496
Locus_19668_Transcript_1	3407	106
Locus_19666_Transcript_1	3054	106
Locus_19665_Transcript_1	3272	106
Locus_19664_Transcript_1	3055	106
Locus_19663_Transcript_1	3293	106
Locus_19662_Transcript_1	3279	106
Locus_19660_Transcript_1	1350	106
